name	length	WIBR3_naive_TSC	AN_STB	AN_EVT	AN_naive_TSC	AN_naive	AN_primed_TSC	AN_primed	H9_STB	H9_capacitated_rep1	H9_capacitated_rep2	H9_EVT	H9_naive_TSC	H9_naive	H9_primed_StemPro	H9_primed_TSC	H9_primed
LINC01843	1107	2	7	4	2	17	0	3	1	7	20	1	1	18	4	0	6
LINC01844	2237	5	0	1	7	0	11	44	2	16	4	3	3	0	269	1	62
LINC01845	2012	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
LINC01846	651	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
LINC01847	7553	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
LINC01848	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01849	654	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
LINC01850	357	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
LINC01851	637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01852	1793	4	0	0	1	0	15	0	0	2	2	0	4	0	9	15	2
LINC01853	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01854	2213	0	0	1	2	0	6	0	0	0	0	0	0	0	0	0	0
LINC01855	396	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
LINC01856	2398	4	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1
LINC01857	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01858	2119	0	0	0	0	0	0	0	0	5	3	2	0	1	0	0	0
LINC01859	1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01861	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01862	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01863	494	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	1
LINC01864	1661	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0
LINC01865	1505	0	0	1	0	0	51	0	1	0	1	0	0	0	0	0	1
LINC01866	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01867	604	0	0	0	0	0	11	1	0	2	5	0	0	0	0	0	1
LINC01868	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01869	1416	5	2	2	9	0	1	5	10	21	1	2	2	18	8	5	9
LINC01870	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01871	243	0	0	0	0	0	0	2	0	3	2	0	0	0	0	0	1
LINC01872	1109	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC01873	1679	5	0	0	0	16	0	4	2	6	8	1	0	10	12	7	6
LINC01874	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01875	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01876	2716	52	15	42	46	18	26	32	9	54	38	27	22	22	103	82	63
LINC01877	2473	2	0	0	0	2	0	0	0	0	0	1	0	2	2	3	4
LINC01878	1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01879	2338	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
LINC01880	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01881	1931	29	16	13	23	10	3	12	21	14	12	31	30	11	28	3	6
LINC01882	569	0	0	0	0	0	0	0	0	14	39	0	0	2	0	0	0
LINC01883	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01884	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01885	609	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC01886	1612	0	0	0	0	0	1	0	0	0	4	0	0	0	0	1	0
LINC01887	860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01888	683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01889	668	22	0	0	42	0	3	0	0	0	0	0	5	6	0	0	0
LINC01890	1017	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01891	538	1	1	0	1	0	0	1	2	0	2	1	2	0	1	3	0
LINC01892	815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01893	479	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC01894	564	0	0	0	0	0	65	0	0	1	0	0	0	0	1	12	0
LINC01895	404	3	8	32	0	1	0	0	5	0	3	25	1	14	0	0	0
LINC01896	1732	0	0	0	2	17	0	48	0	55	37	0	0	8	114	26	59
LINC01897	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01898	1903	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
LINC01899	1101	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LINC01900	955	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LINC01901	1115	4	0	2	1	4	3	1	2	36	28	5	5	12	4	0	7
LINC01902	11786	1	0	0	1	1	8	0	0	10	9	3	5	6	3	4	3
LINC01903	2149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC01904	861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01905	1248	0	1	0	3	6	1	2	0	2	5	0	0	0	15	36	7
LINC01906	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01907	2609	6	3	3	0	0	0	0	2	0	0	2	5	3	0	0	2
LINC01908	555	0	0	0	0	0	0	1	0	5	8	0	0	0	0	0	0
LINC01909	1040	40	9	4	16	3	3	7	7	3	3	12	18	3	2	7	1
LINC01910	2637	3	1	1	3	0	0	0	1	0	0	1	0	2	1	3	1
LINC01911	806	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC01912	496	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LINC01913	2215	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LINC01914	898	0	1	0	0	1	1	0	0	7	3	0	0	0	0	0	1
LINC01915	2471	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC01916	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01917	1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01918	1009	0	0	0	6	0	3	4	0	3	0	0	4	0	2	13	16
LINC01919	1076	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
LINC01920	2528	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LINC01921	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01922	2339	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0
LINC01923	3201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01924	1722	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0
LINC01925	500	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LINC01926	478	0	0	0	0	2	0	0	0	0	0	0	0	11	0	0	0
LINC01927	712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LINC01928	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01929	3170	0	0	0	0	0	18	0	0	0	4	0	0	0	0	0	0
LINC01930	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01931	2153	0	0	0	0	0	2	0	0	0	1	0	0	0	0	3	0
LINC01932	573	0	15	0	0	0	0	0	12	0	0	3	0	0	0	0	0
LINC01933	3745	2	0	1	2	7	4	4	2	1	0	4	1	0	0	48	1
LINC01934	2964	1	0	0	0	0	9	0	0	0	0	1	1	0	0	0	0
LINC01935	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01936	2952	1	0	0	2	2	0	4	0	7	2	0	0	2	16	1	9
LINC01937	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01938	1947	0	0	0	0	0	0	2	0	2	0	0	0	0	3	7	1
LINC01939	759	0	0	1	0	0	0	0	1	1	0	16	0	0	2	0	0
LINC01940	3489	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
LINC01941	624	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LINC01942	513	0	1	0	0	0	0	1	0	2	0	0	0	0	1	0	3
LINC01943	1475	8	1	2	6	5	3	3	3	8	6	3	5	7	4	0	0
LINC01944	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01945	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01946	418	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
LINC01947	566	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
LINC01948	858	5	0	1	1	0	1	0	0	1	2	4	1	0	3	3	4
LINC01949	3363	1274	1045	1364	1505	2	0	0	652	0	4	1768	1076	23	0	3	0
LINC01950	832	0	0	0	0	64	1	29	0	81	40	0	0	23	58	0	35
LINC01951	1925	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	0
LINC01952	362	4	4	2	4	7	1	2	3	9	5	4	3	5	9	11	18
LINC01953	717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01954	461	4	2	0	8	0	2	0	2	2	0	0	3	0	3	0	4
LINC01955	792	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LINC01956	942	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0
LINC01957	751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01958	1941	0	1	2	7	6	1	0	0	0	0	0	3	4	0	0	0
LINC01959	2141	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
LINC01960	1884	348	91	266	206	1	0	0	123	2	1	268	161	32	0	0	0
LINC01961	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01962	411	0	1	0	1	0	0	0	4	0	0	2	0	0	0	0	0
LINC01963	3148	138	4	28	72	25	330	125	4	18	12	43	24	5	106	551	57
LINC01964	3137	0	0	0	0	0	0	3	0	0	0	6	0	0	0	2	0
LINC01965	2479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LINC01966	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01967	850	0	2	0	0	2	3	5	0	13	16	0	1	6	19	47	13
LINC01968	4181	10	62	12	10	0	0	4	25	2	0	14	18	0	6	1	4
LINC01969	455	2	1	2	0	0	4	6	0	6	6	3	0	5	3	0	7
LINC01970	1810	4	0	5	2	2	0	7	1	20	0	1	3	5	20	5	10
LINC01971	1048	0	0	0	0	2	0	0	0	2	0	0	0	0	3	2	1
LINC01972	553	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
LINC01973	4678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01974	494	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LINC01975	549	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0
LINC01976	434	0	0	0	0	1	0	3	0	3	1	0	0	1	6	8	16
LINC01977	1788	1	0	0	4	2	11	0	3	2	3	9	0	2	2	27	0
LINC01978	1877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
LINC01979	5271	1	0	0	2	0	0	0	0	0	0	0	3	0	0	3	2
LINC01980	935	0	13	9	24	30	70	65	5	72	90	6	3	30	113	223	108
LINC01981	2833	0	0	0	3	0	3	20	2	18	13	4	0	12	12	46	22
LINC01982	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01983	943	3	5	60	0	1	0	0	9	3	0	92	2	5	4	1	0
LINC01984	301	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC01985	436	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0
LINC01986	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01987	2281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01988	990	0	2	0	0	0	0	6	0	0	0	3	0	0	7	1	0
LINC01989	1284	0	0	0	0	38	0	0	0	5	5	0	0	23	2	0	3
LINC01990	1487	4	1	1	4	0	0	0	0	0	0	2	8	0	0	0	1
LINC01991	1713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01992	1340	0	0	0	0	0	0	0	5	0	4	4	0	2	0	0	0
LINC01993	2934	0	13	6	0	1	0	12	11	8	5	2	4	2	5	3	0
LINC01994	1808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0
LINC01995	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0
LINC01996	1273	0	0	1	0	1	0	0	0	2	0	2	0	6	0	0	4
LINC01997	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01998	1967	9	2	0	7	0	41	0	0	0	0	2	0	0	0	15	0
LINC01999	646	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
LINC02000	640	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC02001	1504	679	417	187	436	342	438	480	245	618	434	166	438	472	508	952	714
LINC02002	1675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02003	1833	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10	0
LINC02004	294	6	7	3	1	0	0	0	3	0	0	3	0	3	2	0	3
LINC02005	782	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02006	2816	0	0	0	0	0	1	0	0	0	2	10	0	0	0	1	0
LINC02008	2017	50	37	161	125	78	0	0	0	7	12	10	3	39	1	0	0
LINC02009	2951	0	3	0	1	7	0	0	28	0	0	4	1	0	0	0	0
LINC02010	1893	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LINC02011	3830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02012	1725	1	0	3	4	1	8	13	1	7	3	3	5	0	8	12	13
LINC02013	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02014	713	8	0	0	0	2	1	1	0	1	0	0	0	5	1	0	1
LINC02015	3005	0	0	0	0	0	12	0	0	0	1	1	0	0	0	1	0
LINC02016	927	0	0	0	0	0	2	0	0	0	1	0	0	1	0	2	0
LINC02017	474	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LINC02018	1862	2	0	1	10	8	10	9	0	7	14	2	3	4	10	9	8
LINC02019	2060	6	4	0	15	3	33	10	6	1	1	3	6	0	9	84	10
LINC02020	1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02021	1974	13	1	0	5	16	36	35	0	46	21	3	2	36	59	95	61
LINC02022	635	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1
LINC02023	1948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02024	969	0	0	0	0	0	0	1	0	0	0	0	0	0	1	9	1
LINC02025	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02026	2335	1	4	1	1	0	2	0	7	9	1	3	0	0	9	0	5
LINC02027	596	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC02028	7346	4	5	0	0	0	0	5	2	4	0	0	0	0	2	0	1
LINC02029	1497	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
LINC02030	1602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02031	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC02032	391	0	0	0	0	0	66	0	0	0	0	0	0	0	0	2	0
LINC02033	1344	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
LINC02034	760	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0
LINC02035	5476	135	532	372	278	30	36	35	343	19	34	864	329	72	42	135	57
LINC02036	970	20	1	1	10	2	0	4	17	20	14	4	3	4	12	12	17
LINC02037	1195	0	6	0	1	0	1	0	15	0	0	0	0	0	0	0	0
LINC02038	984	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02039	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02040	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02041	246	6	3	4	2	5	7	3	0	21	16	3	0	13	22	10	14
LINC02042	2022	0	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0
LINC02043	1832	3	0	1	0	14	0	8	1	7	3	2	1	24	9	3	5
LINC02044	2502	0	2	0	0	1	16	7	1	2	0	0	0	2	9	27	10
LINC02045	679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC02046	754	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
LINC02047	1371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02048	1771	0	0	0	0	0	0	5	0	1	1	1	0	0	6	0	15
LINC02049	747	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC02050	712	7	7	8	8	3	0	0	6	3	1	21	4	3	0	0	0
LINC02051	690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02052	2692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02053	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC02054	1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02055	2706	146	57	219	175	25	1	0	16	53	25	97	59	14	0	0	0
LINC02056	818	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC02057	1036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02058	707	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC02059	2094	0	0	0	0	3	3	0	0	5	1	0	0	1	0	1	0
LINC02060	1721	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1
LINC02061	335	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC02062	478	12	10	5	4	0	9	0	41	5	2	9	4	6	11	19	3
LINC02063	566	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0
LINC02064	671	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LINC02065	562	33	2	8	13	3	0	0	1	0	0	3	4	2	0	0	0
LINC02066	580	3	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0
LINC02067	2845	1	0	0	1	0	3	3	0	0	0	5	0	0	0	5	1
LINC02068	3667	1	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0
LINC02069	2591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02070	1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02071	1723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02072	2645	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1
LINC02073	3115	0	0	0	0	1	2	0	0	0	1	0	0	0	1	0	0
LINC02074	885	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
LINC02075	1754	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LINC02076	1871	1	2	1	0	5	2	6	1	2	5	0	0	9	9	11	11
LINC02077	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02078	4237	0	1	0	1	0	0	0	0	1	1	0	0	0	2	1	11
LINC02079	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02080	3085	1	1	0	0	0	0	0	0	1	1	1	0	1	0	2	2
LINC02081	1271	2	0	2	0	0	0	0	0	0	0	4	1	0	2	0	1
LINC02082	710	0	0	0	0	0	6	0	0	0	0	0	0	0	0	35	0
LINC02083	515	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
LINC02084	1096	0	0	0	0	4	0	2	0	12	15	0	0	2	0	0	0
LINC02085	2051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02086	3858	0	0	0	0	3	0	0	0	2	7	0	1	5	0	1	2
LINC02087	951	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
LINC02088	620	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC02089	682	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
LINC02090	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02091	1185	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
LINC02092	2498	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
LINC02093	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02094	520	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
LINC02095	540	0	0	0	0	0	0	0	0	4	0	0	0	5	1	1	3
LINC02096	953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LINC02097	2063	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
LINC02098	676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02099	5541	4	3	2	2	0	0	0	2	0	0	0	2	0	1	0	0
LINC02100	238	2	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0
LINC02101	725	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LINC02102	3364	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0
LINC02103	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02104	599	0	1	0	0	0	34	0	0	0	0	0	0	0	0	0	0
LINC02105	1253	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02106	606	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1
LINC02107	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02108	1184	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LINC02109	2816	3	2	1	1	4	0	3	0	1	0	0	0	0	0	0	1
LINC02110	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02111	2312	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0
LINC02112	2487	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1
LINC02113	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02114	801	0	0	0	0	3	0	0	0	8	5	0	0	3	0	0	0
LINC02115	432	0	0	0	1	0	0	0	0	0	0	5	0	2	0	0	0
LINC02116	493	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02117	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02118	759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02119	2573	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02120	2008	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LINC02121	432	0	0	0	0	0	0	19	0	3	1	0	0	0	0	0	0
LINC02122	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02123	885	0	0	0	0	0	1	6	0	1	3	0	0	0	0	18	0
LINC02124	484	0	1	0	1	0	0	0	0	0	0	3	0	1	0	0	0
LINC02125	2198	0	1	0	0	3	0	0	1	1	0	1	4	0	0	0	0
LINC02126	890	0	0	0	0	0	0	0	0	5	1	0	0	1	4	1	10
LINC02127	903	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02128	3991	0	0	0	0	0	0	35	0	4	5	0	0	0	106	16	65
LINC02129	692	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
LINC02130	518	1	2	21	22	0	0	0	7	0	0	3	10	0	0	0	0
LINC02131	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02132	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02133	3019	12	0	5	22	0	41	0	1	10	12	0	14	8	0	0	0
LINC02134	557	0	0	0	0	0	1	1	0	2	0	0	0	0	1	1	0
LINC02135	2065	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LINC02136	530	2	2	0	0	0	0	2	0	4	0	0	7	0	2	0	4
LINC02137	1776	0	0	0	0	0	2	1	0	0	0	1	0	0	2	3	4
LINC02138	1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02139	2005	0	3	1	0	1	2	2	5	0	0	1	0	2	2	2	4
LINC02140	2051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02141	6586	0	0	0	0	2	0	0	0	9	7	0	0	7	0	1	0
LINC02142	577	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC02143	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
LINC02144	592	0	0	0	0	0	0	0	0	3	1	0	0	0	5	0	0
LINC02145	2923	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0
LINC02146	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02147	1319	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LINC02148	1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02149	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02150	2120	0	0	0	3	0	1	8	0	3	3	0	0	0	2	5	1
LINC02151	921	0	0	0	0	0	0	2	0	7	1	0	0	0	0	5	0
LINC02152	1281	0	0	0	0	27	0	0	0	0	1	0	0	20	0	0	0
LINC02153	2059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02154	1557	0	3	2	0	0	22	0	1	3	2	0	0	0	0	0	2
LINC02155	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02156	483	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LINC02157	447	0	0	2	0	0	0	0	0	0	0	1	2	0	1	1	0
LINC02158	897	1	19	2	2	0	3	0	10	1	0	4	0	0	0	1	0
LINC02159	2323	0	3	0	7	0	0	0	3	0	0	0	10	0	0	0	0
LINC02160	517	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
LINC02161	420	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC02162	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02163	574	34	59	26	28	30	0	0	36	1	2	26	19	38	1	4	0
LINC02164	272	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC02165	443	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC02166	721	5	1	2	9	13	15	17	1	6	8	9	6	9	11	11	10
LINC02167	1989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02168	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02169	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02170	2538	2	38	4	3	5	2	13	255	5	0	35	5	2	3	2	5
LINC02171	1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02172	2264	1	0	0	5	1	23	0	0	0	0	2	1	0	0	0	0
LINC02173	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02174	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02175	1875	19	7	11	15	0	6	13	3	6	0	12	4	5	6	14	5
LINC02176	598	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02177	5298	0	0	0	0	8	0	0	0	3	2	1	0	14	2	4	0
LINC02178	425	0	1	0	0	0	0	2	3	0	0	0	0	1	0	4	1
LINC02179	3673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02180	1010	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02181	4083	0	1	0	0	1	0	0	1	1	1	2	0	0	1	0	0
LINC02182	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02183	1732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02184	552	0	0	0	0	2	0	0	1	0	1	0	0	2	0	0	0
LINC02185	1101	0	0	7	0	0	0	0	3	0	3	5	0	0	0	0	0
LINC02186	885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
