name	Gene	day0	day6	day12	day18
Br_AMN1_3	AMN1	767.666666666667	1025.5	727	375
Br_AOX1_2	AOX1	332.333333333333	493.5	691.5	429
Br_NO_CURENT_51_1	NO_CURENT_51	2592.33333333333	5239	5878.5	4323
Br_PTPN1_1	PTPN1	773	1107.5	904	402.5
Br_TNP1_2	TNP1	1018.66666666667	1760	2242	1962
Br_NPHP1_2	NPHP1	407	281.5	156	14
Br_ATP6AP2_3	ATP6AP2	738.666666666667	918	1023.5	898.5
Br_CMA1_3	CMA1	661	864	563.5	177.5
Br_TCL1B_1	TCL1B	913.333333333333	794.5	404	109.5
Br_GSE1_2	GSE1	1054	2260.5	1784.5	651
Br_NOTUM_4	NOTUM	1069.66666666667	1452.5	2183.5	2049
Br_OR5M3_3	OR5M3	1027.66666666667	1763.5	2006	1930.5
Br_S100A14_3	S100A14	845.666666666667	1110.5	825	375.5
Br_GZMM_2	GZMM	1168	1674	1452	687.5
Br_CYTH2_2	CYTH2	1651	2113	1592.5	696.5
Br_CDK15_1	CDK15	861	1188.5	1362.5	1916
Br_MRGPRF_2	MRGPRF	991	1224	516	137
Br_DOK3_2	DOK3	1958.66666666667	3525.5	3076.5	1819
Br_ZBTB20_3	ZBTB20	2264.66666666667	3331.5	3434	2649
Br_KBTBD6_4	KBTBD6	2214	3557	2981.5	2523
Br_CAMTA1_4	CAMTA1	87.6666666666667	236.5	223	21
Br_ASPSCR1_4	ASPSCR1	788.333333333333	1130	653	693.5
Br_RIC8B_2	RIC8B	396.333333333333	384	248.5	141.5
Br_KLB_1	KLB	2206.33333333333	3964	3696.5	2586
Br_CRMP1_4	CRMP1	555.333333333333	1007.5	529.5	195.5
Br_ARSK_4	ARSK	2638.66666666667	5125.5	5906.5	3241
Br_YBX3_1	YBX3	1045.33333333333	1456	1638.5	1110
Br_LIMS4_1	LIMS4	2923	3938	3110.5	1479.5
Br_RAB29_1	RAB29	277	234.5	508.5	637.5
Br_ALDH3B2_4	ALDH3B2	2038.33333333333	3486.5	2611	1947
Br_SNRNP40_1	SNRNP40	1189.66666666667	708	300.5	446.5
Br_FBN2_3	FBN2	1282.66666666667	1797	2048	1637.5
Br_NAGK_1	NAGK	645.666666666667	1004	674	403
Br_NLRP4_1	NLRP4	896.333333333333	1745.5	1683	1236.5
Br_PCDHA8_2	PCDHA8	1060.33333333333	1878.5	1735	988
Br_LOC100130357_1	LOC100130357	1068.66666666667	2535.5	3950	2754
Br_TRAPPC11_4	TRAPPC11	1019.66666666667	385	1198.5	2789.5
Br_UBE2N_1	UBE2N	535.333333333333	967	917.5	590
Br_IGLON5_2	IGLON5	461.333333333333	905.5	832.5	515
Br_B3GALT4_3	B3GALT4	562.666666666667	679	706	550.5
Br_IL15_3	IL15	1478	3025.5	3695	3211
Br_TRAF6_2	TRAF6	1293	1565.5	942.5	477.5
Br_C1D_3	C1D	579.333333333333	973	733	280.5
Br_HS1BP3_1	HS1BP3	1405.66666666667	2003	1591	1061.5
Br_FAM98B_2	FAM98B	263	235.5	75.5	34.5
Br_GTF2E2_1	GTF2E2	622.666666666667	399.5	237.5	175.5
Br_GAL_2	GAL	620.666666666667	1102	1287.5	707.5
Br_CCDC120_4	CCDC120	1823	3515.5	4706.5	4146.5
Br_LSM6_4	LSM6	606.666666666667	657.5	492	225.5
Br_ZNF721_1	ZNF721	1566.33333333333	2818.5	1447.5	776.5
Br_RFPL3_4	RFPL3	1899.33333333333	3000.5	2822	1817
Br_DNAH14_1	DNAH14	726.666666666667	1535.5	1634.5	1559.5
Br_AASDHPPT_1	AASDHPPT	1663.66666666667	2344	1584.5	1099.5
Br_C10orf120_3	C10orf120	2963.66666666667	6302	5997.5	5387.5
Br_RHBDD2_3	RHBDD2	1179	1715.5	895	243.5
Br_MYF6_4	MYF6	640.333333333333	1625	3073	5590
Br_MC4R_2	MC4R	614.666666666667	859	426.5	136
Br_ENG_4	ENG	976.333333333333	1163	1262.5	914
Br_CCKAR_1	CCKAR	1043.66666666667	1289	1127	437.5
Br_GPBP1L1_1	GPBP1L1	866.333333333333	1217	1509	827.5
Br_NT5C_1	NT5C	325.333333333333	546.5	761.5	1745
Br_LYVE1_1	LYVE1	977	1173	1064.5	533
Br_RIMKLA_2	RIMKLA	2097	3084.5	3936.5	5202
Br_PTP4A1_2	PTP4A1	352.333333333333	422.5	291	118.5
Br_BROX_1	BROX	843.333333333333	1163	839.5	172
Br_SLC30A2_2	SLC30A2	2138.33333333333	2413.5	1684	888.5
Br_ZNF730_4	ZNF730	908	1130	1480.5	649.5
Br_ZNF157_1	ZNF157	42.3333333333333	24.5	155	140.5
Br_TBL1XR1_3	TBL1XR1	467.666666666667	458.5	257.5	76.5
Br_PRMT5_4	PRMT5	1063	622	551.5	241
Br_CSMD1_4	CSMD1	2416.33333333333	4410	3631	2906
Br_MYH13_1	MYH13	2016.66666666667	4150.5	4311.5	2594.5
Br_GLUL_4	GLUL	1485.66666666667	2236.5	3452	3118
Br_OLFM1_3	OLFM1	1385	2075.5	2203	2178.5
Br_MMRN2_1	MMRN2	626.666666666667	518.5	214.5	25.5
Br_KRTAP10-12_4	KRTAP10-12	633.666666666667	930	533	142.5
Br_FGD5_1	FGD5	2244	3494.5	3732.5	2401.5
Br_HSD17B11_4	HSD17B11	812.333333333333	996.5	840	539.5
Br_LCE2C_2	LCE2C	1647.66666666667	3692.5	3069.5	1261.5
Br_PNPLA6_3	PNPLA6	728.666666666667	998.5	770.5	423.5
Br_MEX3A_3	MEX3A	459	638	569.5	355.5
Br_ZNF215_3	ZNF215	1066.66666666667	1356	931.5	495.5
Br_ENPP2_3	ENPP2	705.666666666667	1291	923.5	890
Br_ZNF830_1	ZNF830	580	376	225.5	114
Br_FRMD8_1	FRMD8	1133.33333333333	1882.5	2262.5	1585
Br_OR1A2_4	OR1A2	706.666666666667	869	655	729
Br_C8orf74_1	C8orf74	836.333333333333	944.5	446.5	138.5
Br_CPOX_3	CPOX	665	1098.5	3057	8790.5
Br_C6orf62_4	C6orf62	361	315.5	101.5	15.5
Br_ISY1-RAB43_2	ISY1-RAB43	485.666666666667	373.5	164.5	140.5
Br_ARHGAP1_2	ARHGAP1	926	1060.5	772.5	426
Br_GTF3A_1	GTF3A	637.333333333333	710	389.5	74
Br_NCR3_4	NCR3	1234	2125.5	2116.5	3089.5
Br_NMT1_2	NMT1	710.333333333333	341	269	167
Br_PGP_3	PGP	1531.66666666667	2154	1306	511
Br_GART_4	GART	1678	1967.5	648	198
Br_OR51B4_1	OR51B4	1263.66666666667	1780.5	1868.5	915
Br_TMEM223_3	TMEM223	2394.66666666667	4106	3616	3258.5
Br_HIST1H2BA_4	HIST1H2BA	397	783	943.5	448
Br_GM2A_2	GM2A	687.333333333333	1595	1192.5	759.5
Br_RGS18_2	RGS18	494.333333333333	1003.5	1235	1874.5
Br_LY96_3	LY96	733	1982	2061	1580
Br_FERMT1_4	FERMT1	1906.33333333333	3894	5259.5	4026.5
Br_ZNF761_3	ZNF761	1511	2490	2291	1334
Br_PRAMEF9_4	PRAMEF9	1270	1830	1314.5	405
Br_SYNRG_3	SYNRG	646.666666666667	740.5	595	200.5
Br_CDR2L_3	CDR2L	118.666666666667	312.5	259.5	97
Br_ZBTB9_1	ZBTB9	1000.66666666667	1433.5	1200	684.5
Br_CCL14_3	CCL14	2425.33333333333	4002.5	2929	1367
Br_TXNDC5_2	TXNDC5	1064.33333333333	1967	1579.5	1678.5
Br_DPH6_3	DPH6	1723.66666666667	3216	1961	490.5
Br_C19orf57_1	C19orf57	577.333333333333	573	255.5	85
Br_TRIM4_2	TRIM4	1885.66666666667	2537	1804.5	881
Br_SHANK1_1	SHANK1	1033	2036	1324	512.5
Br_CXorf66_2	CXorf66	303.666666666667	163	43	0
Br_RNF215_1	RNF215	1065	1383.5	1196	607.5
Br_SORL1_3	SORL1	802.333333333333	806	489.5	137.5
Br_STIM2_4	STIM2	1653.66666666667	2123	3328	3792
Br_HSPA4L_3	HSPA4L	100.666666666667	96.5	76.5	28
Br_RNASE10_1	RNASE10	2832.66666666667	3477.5	2204	916.5
Br_MMP2_4	MMP2	227.333333333333	478.5	200	130
Br_GLB1_3	GLB1	263.333333333333	255.5	901	1944.5
Br_FAM210A_4	FAM210A	673	738	275.5	82
Br_FLT4_1	FLT4	1628	2842	3516.5	2781.5
Br_OR6B3_1	OR6B3	920	1923.5	3130	4156
Br_CSNK1G2_3	CSNK1G2	627.666666666667	1048	867.5	271
Br_PEBP4_2	PEBP4	379.333333333333	490.5	778.5	583
Br_OMG_2	OMG	2100.66666666667	3666.5	3613.5	2649.5
Br_AGTR2_1	AGTR2	1325.33333333333	2717.5	4090	5687.5
Br_SYCP2_4	SYCP2	554.666666666667	999.5	615.5	286.5
Br_ZNF780A_3	ZNF780A	1536.33333333333	3224	3860.5	3680
Br_LIPG_1	LIPG	775	1691	1528	1086.5
Br_RASL11B_3	RASL11B	977	827	476	201.5
Br_CCDC34_1	CCDC34	649	408	186	90
Br_TBC1D14_1	TBC1D14	1075	1546.5	1751	901.5
Br_L3MBTL2_4	L3MBTL2	824.333333333333	888	781.5	388
Br_HORMAD2_1	HORMAD2	595	1423.5	1276	637
Br_FAM120A_3	FAM120A	2239.33333333333	2993	2154.5	1139
Br_SUGP2_2	SUGP2	389	601.5	484	304
Br_SNTG1_3	SNTG1	707.666666666667	1920	1655.5	892.5
Br_OR4Q3_4	OR4Q3	1453.66666666667	2216.5	2019	1573.5
Br_HNRNPUL2_3	HNRNPUL2	1333.66666666667	1501.5	1285	570.5
Br_FARSA_2	FARSA	1955.33333333333	3839.5	3144.5	1854
Br_NO_CURENT_220_4	NO_CURENT_220	1762.33333333333	2429.5	2345	1457.5
Br_PTPRK_3	PTPRK	697.333333333333	834.5	811	365.5
Br_GSPT1_2	GSPT1	737	647.5	228.5	54
Br_ZFR_3	ZFR	1029.33333333333	1245	756	421.5
Br_XIRP1_1	XIRP1	2451.66666666667	4367.5	4433	3657.5
Br_THUMPD3_2	THUMPD3	1903	2992	2903	1583
Br_TMEM30A_4	TMEM30A	358.666666666667	666.5	1449.5	2660.5
Br_STK16_4	STK16	1016.33333333333	2006	1933	1299.5
Br_EPHA6_2	EPHA6	2875.66666666667	3888.5	4602	6002.5
Br_IMMT_3	IMMT	1622.33333333333	1456.5	661	406
Br_NAT16_3	NAT16	2258.66666666667	2987	2617.5	1348.5
Br_LEMD3_4	LEMD3	1940.66666666667	3508	2783	1679.5
Br_RBFOX1_4	RBFOX1	707.333333333333	1481.5	1189	722.5
Br_ZNF69_2	ZNF69	784	1146.5	756	626.5
Br_ARL6IP6_1	ARL6IP6	408.666666666667	623	617.5	294.5
Br_HPS3_1	HPS3	960.666666666667	1141	718	519
Br_INPP5K_4	INPP5K	3047.66666666667	4413	2802.5	1588.5
Br_NMD3_1	NMD3	1595.33333333333	1382	826.5	243
Br_BBX_3	BBX	581.666666666667	804	506	308.5
Br_GPR52_3	GPR52	380.666666666667	597	488	365.5
Br_DARS_4	DARS	1306.33333333333	1024	1035	781.5
Br_VEZT_2	VEZT	786.666666666667	1756.5	1489.5	867.5
Br_ZSCAN20_4	ZSCAN20	305	281.5	173.5	101.5
Br_ISM2_3	ISM2	1823.66666666667	3033	2230.5	1049.5
Br_CPXM1_4	CPXM1	873.333333333333	1016.5	854	718.5
Br_ABCB9_4	ABCB9	938	1257.5	997.5	472
Br_TMC1_4	TMC1	658.666666666667	833.5	352	65
Br_ADPRHL2_1	ADPRHL2	905.333333333333	1404	1571.5	907
Br_C14orf2_2	C14orf2	320	398.5	264.5	219
Br_FOXQ1_1	FOXQ1	2146.66666666667	5574.5	4663	3058.5
Br_LOC100134391_3	LOC100134391	2446	4468	3715.5	1902
Br_GATA5_2	GATA5	951.666666666667	1689.5	1716	1262
Br_ST7L_3	ST7L	1378.33333333333	1433	702.5	92
Br_SLC25A11_2	SLC25A11	978.666666666667	1862.5	1360	823.5
Br_PODXL_4	PODXL	2078	3739.5	2273	1428
Br_FAM163B_1	FAM163B	1511	2734.5	3005	3389
Br_ARPP21_3	ARPP21	1508.33333333333	2539.5	1940.5	717
Br_CCDC116_1	CCDC116	541	489	360	186.5
Br_RFFL_1	RFFL	1316	1624.5	2311.5	1604.5
Br_ZNRF4_3	ZNRF4	1225.66666666667	1872	1416	1045.5
Br_NO_CURENT_177_1	NO_CURENT_177	2130.33333333333	3584	3222	2481
Br_GPA33_1	GPA33	2612	3824.5	4679	11240.5
Br_RAB6C_2	RAB6C	821.333333333333	1148	365	97.5
Br_ATPIF1_1	ATPIF1	1830.33333333333	2392.5	1371.5	1126
Br_GRIK4_4	GRIK4	903.666666666667	1105.5	864	1439.5
Br_POTEG_1	POTEG	2710.33333333333	3385.5	2096.5	1633
Br_C11orf45_1	C11orf45	1988.66666666667	4926.5	5659.5	5416
Br_AURKA_2	AURKA	426.666666666667	174.5	136.5	39
Br_ERAS_4	ERAS	442.666666666667	868.5	690	290.5
Br_UBXN2B_4	UBXN2B	605.333333333333	829.5	608.5	895
Br_MTFR1_3	MTFR1	708.333333333333	1004.5	943	455.5
Br_CTXN3_3	CTXN3	892.333333333333	1103.5	818.5	747.5
Br_LINC00649_4	LINC00649	1732.33333333333	2240.5	1503.5	1049.5
Br_OPRD1_3	OPRD1	1366.33333333333	2457	2233.5	970
Br_GRID2_2	GRID2	1703.66666666667	2828	2837.5	1892
Br_GUK1_1	GUK1	936	1266.5	747.5	255
Br_CALN1_3	CALN1	1768.33333333333	2415	2164	1032
Br_TNFAIP8_2	TNFAIP8	374.333333333333	560.5	377	99.5
Br_TMOD3_4	TMOD3	419.333333333333	473	809	426
Br_CELF1_3	CELF1	653.666666666667	1320	1489	560.5
Br_CCDC138_1	CCDC138	145	249	488	191.5
Br_NDST4_4	NDST4	248.333333333333	250	442	1075.5
Br_WDR12_2	WDR12	1079.33333333333	732.5	291	166
Br_MAP2K4_2	MAP2K4	345.333333333333	755.5	418	96.5
Br_ZXDC_1	ZXDC	356	336.5	218	132.5
Br_GNAT3_3	GNAT3	563.666666666667	579.5	248.5	160
Br_LOXL2_2	LOXL2	2279.66666666667	4639	5354.5	3731
Br_GPA33_4	GPA33	643.333333333333	808.5	1332	882.5
Br_TSPYL2_3	TSPYL2	1517.33333333333	3443	3875	1869.5
Br_GPR88_3	GPR88	1340	1591	1673	744.5
Br_RAPGEF4_1	RAPGEF4	1143.66666666667	1806	1513.5	1024
Br_KIF7_3	KIF7	1806	2573	2211.5	1388.5
Br_DYM_4	DYM	787.666666666667	1341.5	874.5	159
Br_FMNL3_2	FMNL3	645.666666666667	800.5	684.5	271.5
Br_EVC2_4	EVC2	1130.33333333333	1697	1464.5	392
Br_BCL2L12_3	BCL2L12	938.666666666667	1420.5	2227	1952.5
Br_TMCO4_3	TMCO4	1211	1814	1670.5	699
Br_PRNP_4	PRNP	1322.66666666667	2110	2558	3368.5
Br_ZNF93_4	ZNF93	1067.33333333333	1144.5	979	392
Br_LINC01621_1	LINC01621	927.333333333333	1576.5	1462.5	1035.5
Br_TJAP1_1	TJAP1	844.333333333333	1218	804	265
Br_ZMAT2_3	ZMAT2	1569.33333333333	734	241	77
Br_MRPL49_3	MRPL49	677	445	140.5	55
Br_LYRM7_4	LYRM7	699	1004.5	674.5	263.5
Br_LOC100996693_3	LOC100996693	968	1497	1393	1326
Br_C1orf105_1	C1orf105	1122.33333333333	2402	2959	4430.5
Br_LRRC4B_2	LRRC4B	972.333333333333	948	536	249
Br_VMO1_3	VMO1	2235.33333333333	3118	2601.5	1626
Br_EVX2_2	EVX2	940.666666666667	1615.5	1553	1247.5
Br_NSL1_1	NSL1	910.666666666667	633	379.5	186
Br_UCKL1_2	UCKL1	1007.33333333333	1125	987.5	539
Br_REG1B_2	REG1B	1605.33333333333	3189	2529	1348.5
Br_C16orf91_2	C16orf91	678.333333333333	750	879	538.5
Br_PRC1_2	PRC1	1227.33333333333	1787.5	1308.5	1038
Br_HIST2H4A_4	HIST2H4A	1248.33333333333	1914	913.5	205.5
Br_YTHDF2_4	YTHDF2	1027.33333333333	2008.5	2083	1203.5
Br_COLEC10_1	COLEC10	1798	3936	4143	3232
Br_PYM1_2	PYM1	798	1608.5	1278.5	381.5
Br_NDUFS1_1	NDUFS1	1662.33333333333	1810.5	664.5	192.5
Br_OR8J1_1	OR8J1	1219.66666666667	1016.5	635	152.5
Br_GLIS3_2	GLIS3	1386.33333333333	2268	2199.5	1540.5
Br_C8orf4_1	C8orf4	1990.33333333333	4316	3989	2573
Br_ANKIB1_1	ANKIB1	795.666666666667	952.5	586	68.5
Br_DKK1_4	DKK1	1719.66666666667	2513.5	1307.5	537.5
Br_ATAD5_2	ATAD5	376	623	385.5	174
Br_ACSS1_3	ACSS1	1611	2271.5	2228	1758.5
Br_VPREB3_4	VPREB3	1295.33333333333	2681	3287.5	2583.5
Br_B4GALT3_3	B4GALT3	726	674.5	1009.5	434.5
Br_WDSUB1_1	WDSUB1	939.666666666667	1129.5	670.5	153
Br_APOB_2	APOB	2113	3620	2957.5	1606
Br_PPP1R9B_4	PPP1R9B	948.333333333333	1252	1014.5	608
Br_PAK2_1	PAK2	1468.66666666667	1327.5	1038.5	234
Br_ESM1_1	ESM1	1857.66666666667	2330.5	1961	1001
Br_GCDH_2	GCDH	2324.66666666667	4153.5	3291.5	1561
Br_TMEM81_3	TMEM81	621	772	694	442.5
Br_BOLA2B_2	BOLA2B	3034.66666666667	3356	2989	1550.5
Br_PPAN_3	PPAN	924	791	853.5	1094.5
Br_WWTR1_1	WWTR1	1585	1504	947	430
Br_NARFL_3	NARFL	1865.66666666667	1809.5	2301.5	2720.5
Br_MOB1B_1	MOB1B	1081	1960	1567.5	836.5
Br_HSDL1_2	HSDL1	1079	1939	1629.5	1245.5
Br_ZNF75D_2	ZNF75D	598	1048.5	1031.5	948
Br_KLF13_1	KLF13	1028	1060.5	1098.5	815.5
Br_ADGRE3_1	ADGRE3	983	1380.5	1298.5	1059.5
Br_PDILT_2	PDILT	806.666666666667	1517.5	1514.5	871.5
Br_RNF214_3	RNF214	2192.33333333333	3454	3505.5	1731.5
Br_NBPF9_4	NBPF9	1135.33333333333	377	110.5	10
Br_KIRREL3_3	KIRREL3	2732.33333333333	6392	7643.5	4815.5
Br_NECTIN1_1	NECTIN1	1037	1649.5	875.5	844.5
Br_CALCOCO2_1	CALCOCO2	421.333333333333	538.5	544	381.5
Br_SYK_1	SYK	1295.33333333333	1240	1271	1268.5
Br_RUBCNL_2	RUBCNL	1920.33333333333	3891	3482	2189.5
Br_MUL1_3	MUL1	658.333333333333	785.5	1109	687.5
Br_RAB12_3	RAB12	399.666666666667	654	569.5	327
Br_OR10G9_3	OR10G9	2011	2421.5	1601	858
Br_ACOT4_1	ACOT4	678	1091	583	456.5
Br_CD244_2	CD244	1711	3177.5	2890	1431.5
Br_MS4A6A_3	MS4A6A	885	1061	619.5	169
Br_ARL16_3	ARL16	341	468	410	506.5
Br_DES_2	DES	779.666666666667	1597	1191.5	826
Br_HSP90AB1_1	HSP90AB1	685.666666666667	968	1088	836.5
Br_RBM47_3	RBM47	690	805.5	584	470
Br_PPP5C_2	PPP5C	420	433	406	132
Br_PSMC5_3	PSMC5	594.333333333333	357	316.5	90.5
Br_VLDLR_2	VLDLR	1406	2621.5	3001	2567.5
Br_MEIS3_3	MEIS3	1422	1337	639	270.5
Br_FOXE3_3	FOXE3	2992.33333333333	4133	5685.5	6260.5
Br_CACNA2D1_4	CACNA2D1	1074.33333333333	1388	1674.5	1021.5
Br_COX11_2	COX11	1250	870.5	116.5	20
Br_RLBP1_1	RLBP1	1542.66666666667	2734	2623	1749
Br_SPAG5_1	SPAG5	1481.33333333333	2628.5	2982.5	1870.5
Br_NEK8_4	NEK8	1338.66666666667	2013.5	1612.5	897
Br_DHDDS_2	DHDDS	749	938.5	1274	1554
Br_EIF2AK4_2	EIF2AK4	2587	3803.5	4284.5	2439.5
Br_FAM71F2_4	FAM71F2	1265.33333333333	1848	2205	1109
Br_ZNF267_4	ZNF267	321.333333333333	397	332	286
Br_PRAMEF19_4	PRAMEF19	779.666666666667	1018.5	505.5	89
Br_ZNF484_4	ZNF484	513	1014.5	1571.5	1182.5
Br_SELPLG_3	SELPLG	1842	2909	2045	967
Br_CCBE1_3	CCBE1	1968	3982	3095.5	1763
Br_MAP3K3_1	MAP3K3	906	1179.5	1881	1991.5
Br_WDR6_2	WDR6	485	405.5	248.5	142.5
Br_GABRR2_1	GABRR2	1363.33333333333	1933.5	2259	1122.5
Br_NTSR1_1	NTSR1	2008.33333333333	2939	2826	2267.5
Br_SLIT2_2	SLIT2	786.666666666667	1415.5	1209.5	667.5
Br_SVIL_1	SVIL	707.666666666667	1131	1243.5	937.5
Br_ECI1_4	ECI1	749.333333333333	616.5	482.5	112
Br_C1orf131_2	C1orf131	829.666666666667	247	36.5	8
Br_FGB_4	FGB	1319.66666666667	2464.5	3089.5	3497
Br_MYH3_1	MYH3	732	1205	1721.5	1974
Br_UBAP2_4	UBAP2	329	163	27.5	11
Br_ELN_3	ELN	788.666666666667	644.5	799	420.5
Br_FBP1_3	FBP1	1243.33333333333	1870.5	1681.5	959.5
Br_FOXQ1_2	FOXQ1	816.666666666667	1132	1349.5	1090
Br_BORCS6_3	BORCS6	746.333333333333	955.5	753	277.5
Br_HEY2_1	HEY2	1027.66666666667	1693	1656.5	1110.5
Br_MRPL1_1	MRPL1	684.333333333333	1076.5	690.5	323
Br_NEXN_1	NEXN	2548.33333333333	3301.5	2258.5	1121
Br_FAM220A_2	FAM220A	1245	1234	982	467
Br_IL17B_3	IL17B	2291	4266.5	4863.5	4308.5
Br_ATP5D_3	ATP5D	1861.66666666667	970	412	284
Br_C1orf141_4	C1orf141	1155	1906.5	2037.5	1701
Br_GUCY2D_2	GUCY2D	1734.66666666667	1739	1432.5	629
Br_IRX3_1	IRX3	1191	2179.5	2316.5	2326
Br_OR6Y1_3	OR6Y1	1218.33333333333	1504.5	874	349
Br_TXNDC11_1	TXNDC11	2284.66666666667	4113.5	4007	1415
Br_FGF10_2	FGF10	442.666666666667	649	489.5	134.5
Br_NO_CURENT_229_3	NO_CURENT_229	1878	3804.5	3132	1381
Br_SLCO2A1_2	SLCO2A1	1196.33333333333	1756.5	1609.5	1575.5
Br_C9_3	C9	1029.33333333333	1484.5	1210	448.5
Br_PKN3_3	PKN3	432	1163	908	326.5
Br_RNF170_2	RNF170	2494.33333333333	4691	4834.5	2747.5
Br_ZC3H14_4	ZC3H14	577	547	316.5	159
Br_PPP4R1_2	PPP4R1	878.666666666667	1327.5	1357.5	601
Br_LUZP4_3	LUZP4	217.333333333333	430	595	376
Br_N6AMT1_2	N6AMT1	1278.33333333333	1549.5	1102.5	658.5
Br_AKR7A2_1	AKR7A2	628	1024	927	620.5
Br_ZNF697_1	ZNF697	275.666666666667	385.5	220.5	41
Br_PLB1_2	PLB1	1353.66666666667	1447	1399	483.5
Br_PCDHA1_2	PCDHA1	1667.33333333333	2753	2913.5	2211.5
Br_JOSD2_2	JOSD2	2218	3438.5	3238	2054
Br_GPR33_1	GPR33	1133.33333333333	1399	1020.5	549
Br_ADGRE1_3	ADGRE1	671	660.5	305	72.5
Br_FCMR_1	FCMR	752.666666666667	1516.5	1256	417.5
Br_PPP1R14B_1	PPP1R14B	3524.33333333333	4377.5	2935	1662
Br_TAF3_1	TAF3	1569.66666666667	2365	1923.5	904
Br_MPP1_4	MPP1	718	977	1341	1043.5
Br_CATSPERD_1	CATSPERD	405	676	461.5	198.5
Br_DYNC2H1_3	DYNC2H1	1203	2460	2128.5	1429.5
Br_NSMCE1_2	NSMCE1	1075	1010	329.5	116.5
Br_PPA1_4	PPA1	487	521.5	586	479.5
Br_GPR65_4	GPR65	439	553	362	100
Br_CXorf49B_1	CXorf49B	467.333333333333	326	172.5	28.5
Br_ZNF713_4	ZNF713	462.333333333333	705.5	1274.5	884.5
Br_GALNT14_4	GALNT14	415	708.5	208.5	36
Br_FBXL8_4	FBXL8	599.666666666667	1209.5	1185	705.5
Br_HLA-E_2	HLA-E	1735	3444.5	3269.5	2201
Br_SLC2A8_3	SLC2A8	842.666666666667	1241	1072	984.5
Br_PSMC1_3	PSMC1	875.666666666667	1284	1010	596
Br_XYLB_2	XYLB	1998.33333333333	2902	2408	2189
Br_PRMT8_1	PRMT8	940.666666666667	1514	1285.5	1201.5
Br_FSTL3_1	FSTL3	1497	2474	1901.5	1016
Br_COL20A1_3	COL20A1	472.333333333333	471.5	240	116
Br_HIST1H3G_2	HIST1H3G	1734	2438.5	2664	1861
Br_UBXN7_1	UBXN7	2218.66666666667	3737	3761	1868
Br_KRTAP19-5_3	KRTAP19-5	1237.66666666667	2226.5	2694.5	4790.5
Br_KRTAP10-5_3	KRTAP10-5	1100.33333333333	2334.5	3572.5	2950.5
Br_GRM6_1	GRM6	892.333333333333	1905.5	2143.5	1690
Br_RXRB_2	RXRB	1293.33333333333	1726.5	1241	431
Br_HIST1H3G_1	HIST1H3G	1406.33333333333	2007	1914	1457.5
Br_CD6_4	CD6	805.666666666667	758	636.5	458.5
Br_DOCK2_4	DOCK2	807	828.5	747.5	747
Br_GBA2_3	GBA2	626.666666666667	855.5	975	319.5
Br_MAP3K2_2	MAP3K2	884.666666666667	1414.5	887	173
Br_CSTB_1	CSTB	1845	2876	2056.5	1501
Br_TTC9B_3	TTC9B	774.666666666667	1473.5	1538	994
Br_TRAPPC3_2	TRAPPC3	1221.66666666667	897	474	216
Br_ARL3_3	ARL3	620	533	281.5	68.5
Br_NDUFA13_4	NDUFA13	1273.66666666667	2702	2399	1314
Br_COG1_4	COG1	1918	2339	1468.5	412.5
Br_CTHRC1_1	CTHRC1	1757	2454.5	2797	1818.5
Br_VPS35_1	VPS35	447.333333333333	677.5	435.5	159
Br_ENPP1_1	ENPP1	559	1068	1575	1345.5
Br_PAM_2	PAM	793.333333333333	752	183.5	115
Br_MAGEB2_4	MAGEB2	687.666666666667	988.5	763	368.5
Br_NOP16_4	NOP16	2727	1556.5	276.5	184.5
Br_ARVCF_1	ARVCF	1442	2014.5	1795.5	1065
Br_NO_CURENT_28_2	NO_CURENT_28	2837	6006.5	7221	5233
Br_NMB_4	NMB	886.333333333333	1617.5	1376.5	837
Br_PYCR2_2	PYCR2	1077	2106	1873	1166
Br_UBE2Q2_2	UBE2Q2	1062.66666666667	1429	1354.5	652.5
Br_PMPCA_4	PMPCA	1483.33333333333	681	124	28
Br_ZDHHC19_2	ZDHHC19	1078	1886.5	1808.5	1227
Br_HIST1H2BN_3	HIST1H2BN	828.666666666667	616.5	212	57
Br_PRSS56_4	PRSS56	1112.66666666667	1725.5	2097	2050
Br_TOGARAM1_2	TOGARAM1	911.666666666667	1326.5	1058	389
Br_BTBD10_2	BTBD10	876.333333333333	1112.5	1337.5	1566
Br_PCMTD2_2	PCMTD2	2730	3433	3342.5	2153
Br_TMEM57_2	TMEM57	1211.66666666667	1394.5	1340.5	1432
Br_RAB27A_1	RAB27A	1343.66666666667	2364.5	3141	3023
Br_FNDC7_3	FNDC7	1651.66666666667	2708	2588.5	1935.5
Br_PPP1CA_3	PPP1CA	2273.66666666667	3154.5	1885.5	611
Br_TBC1D19_3	TBC1D19	651.333333333333	705	366.5	154.5
Br_FRRS1_2	FRRS1	665.333333333333	1010.5	798	262
Br_FBXO42_4	FBXO42	773.666666666667	1432.5	1395	1555.5
Br_YWHAE_4	YWHAE	683	507.5	226.5	28
Br_SPIRE2_3	SPIRE2	304.666666666667	374.5	241	128
Br_CD8B_2	CD8B	625.333333333333	499.5	496	596.5
Br_SMCHD1_1	SMCHD1	1258	1943.5	1614	535
Br_CPT1B_1	CPT1B	442.333333333333	774.5	480.5	249
Br_C20orf196_2	C20orf196	749	1429.5	1205	646
